@relation 'C__Users_frans.DESKTOP-213GP7U_Desktop_p2-weka.filters.unsupervised.attribute.StringToWordVector-R1-W1000-prune-rate-1.0-C-T-I-N0-L-stemmerweka.core.stemmers.SnowballStemmer-stopwords-handlerweka.core.stopwords.WordsFromFile -stopwords \"C:\\\\Users\\\\frans.DESKTOP-213GP7U\\\\Desktop\\\\UNIVERSIDAD\\\\Cuarto año\\\\Inteligencia Artificial en las Orgs\\\\Prácticas\\\\IAO-P2\\\\Recursos\\\\StopWordsEN.txt\"-M1-tokenizerweka.core.tokenizers.WordTokenizer -delimiters \" \\r\\n\\t.,;:\\\'\\\"()?!\"-weka.filters.unsupervised.attribute.Remove-R2-49,2115-2121,2484-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1-weka.filters.unsupervised.attribute.RemoveUseless-M70.0-weka.filters.unsupervised.attribute.RemoveUseless-M99.0-weka.filters.unsupervised.attribute.RemoveUseless-M99.0-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CorrelationAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1-weka.filters.unsupervised.attribute.Remove-R101-2703'

@attribute tablet numeric
@attribute great numeric
@attribute price numeric
@attribute good numeric
@attribute easy numeric
@attribute use numeric
@attribute love numeric
@attribute like numeric
@attribute little numeric
@attribute overall numeric
@attribute returned numeric
@attribute get numeric
@attribute reading numeric
@attribute amazon numeric
@attribute loves numeric
@attribute slow numeric
@attribute work numeric
@attribute works numeric
@attribute back numeric
@attribute would numeric
@attribute screen numeric
@attribute books numeric
@attribute games numeric
@attribute return numeric
@attribute bought numeric
@attribute apps numeric
@attribute tried numeric
@attribute value numeric
@attribute kindle numeric
@attribute decent numeric
@attribute well numeric
@attribute kids numeric
@attribute ipad numeric
@attribute nice numeric
@attribute basic numeric
@attribute still numeric
@attribute hd numeric
@attribute read numeric
@attribute old numeric
@attribute far numeric
@attribute size numeric
@attribute product numeric
@attribute store numeric
@attribute time numeric
@attribute echo numeric
@attribute never numeric
@attribute perfect numeric
@attribute even numeric
@attribute charge numeric
@attribute charger numeric
@attribute one numeric
@attribute videos numeric
@attribute disappointed numeric
@attribute didn numeric
@attribute google numeric
@attribute waste numeric
@attribute buy numeric
@attribute gift numeric
@attribute questions numeric
@attribute could numeric
@attribute used numeric
@attribute movies numeric
@attribute returning numeric
@attribute pretty numeric
@attribute pay numeric
@attribute play numeric
@attribute really numeric
@attribute fire numeric
@attribute tv numeric
@attribute beat numeric
@attribute ok numeric
@attribute doesn numeric
@attribute android numeric
@attribute light numeric
@attribute turn numeric
@attribute reviews numeric
@attribute stopped numeric
@attribute useless numeric
@attribute reader numeric
@attribute constantly numeric
@attribute bad numeric
@attribute excellent numeric
@attribute charging numeric
@attribute features numeric
@attribute months numeric
@attribute watching numeric
@attribute answer numeric
@attribute battery numeric
@attribute ever numeric
@attribute point numeric
@attribute won numeric
@attribute fine numeric
@attribute wouldn numeric
@attribute know numeric
@attribute app numeric
@attribute m numeric
@attribute seems numeric
@attribute connected numeric
@attribute looking numeric
@attribute though numeric
@attribute @@class@@ {excellent,fair,good,poor,verygood}

@data
{5 1.008233,6 1.688587,7 1.343279,39 2.343804,41 1.536297,52 2.407833}
{3 1.088392,10 2.149514,53 2.173012,83 2.396742,98 2.466115,100 fair}
{0 1.719588,1 1.509895,5 1.008233,6 3.920778,7 2.129047,18 3.313343,20 2.791517,27 3.988633,30 2.774797,32 2.977847,33 4.63905,35 2.049298,36 3.714842,54 2.010419,61 4.283709,66 4.665187,67 3.021426,85 2.516547,91 2.333685,100 good}
{0 1.054361,5 1.598012,10 2.149514,11 2.297763,16 3.510095,19 1.375295,24 2.37337,25 2.288903,26 4.956766,42 4.326568,43 1.669061,47 1.950108,54 2.010419,59 1.932992,64 2.442211,65 3.976927,94 4.008293,100 poor}
{0 1.054361,1 0.952638,6 2.676348,7 1.343279,18 2.090487,20 1.395758,27 2.516547,30 1.750702,32 1.878812,33 3.166644,36 2.343804,61 2.141855,66 2.860446,67 2.062444,100 verygood}
{17 1.729372}
{48 2.197336,100 fair}
{0 1.054361,1 0.952638,2 1.167745,5 1.008233,9 3.714842,13 1.030863,18 2.090487,20 1.395758,27 3.988633,33 3.166644,41 2.434972,42 1.863351,54 2.010419,65 1.712769,67 2.602514,68 3.968098,100 good}
{100 poor}
{9 2.343804,27 2.516547,33 1.99793,41 1.536297,100 verygood}
{1 0.952638,2 1.167745,12 1.823732,13 1.030863,21 1.70868,28 1.292255,40 2.069586,41 1.536297,46 2.257648,67 1.301257}
{0 1.054361,3 1.088392,10 2.149514,20 1.395758,42 1.863351,91 2.333685,100 fair}
{0 0.665227,3 2.527167,12 1.823732,13 1.030863,15 2.036094,41 2.434972,42 1.863351,94 2.004147,100 good}
{5 1.598012,13 1.030863,19 1.375295,21 1.70868,59 1.932992,62 2.747162,78 2.599825,95 2.029586,100 poor}
{3 1.088392,41 1.536297,100 verygood}
{6 1.688587,31 1.790831,37 1.750702,61 2.141855,65 1.712769}
{3 1.088392,11 1.449727,18 3.313343,31 1.790831,50 1.372779,92 2.661479,100 fair}
{1 1.509895,12 2.890547,17 1.729372,24 1.880851,25 2.288903,32 2.977847,39 3.714842,57 3.08173,96 2.503591,100 good}
{16 1.755047,53 2.173012,56 1.602997,93 2.385826,100 poor}
{1 0.952638,12 1.823732,24 1.186685,25 1.444137,39 2.343804,57 1.944355,100 verygood}
{0 0.665227,6 1.688587,28 1.292255}
{7 1.343279,15 2.036094,19 1.375295,24 1.186685,53 2.173012,93 2.385826,100 fair}
{1 2.211956,7 2.686558,12 2.890547,13 1.030863,16 2.781684,17 2.74099,20 2.212225,21 2.708194,25 2.288903,28 1.292255,39 2.343804,42 2.953342,54 3.186439,71 2.149514,72 3.469694,82 2.645544,91 3.698803,94 3.176497,100 good}
{2 1.850833,8 1.950108,13 1.633878,19 2.179791,35 2.049298,43 1.669061,47 1.950108,50 1.372779,53 3.444143,56 3.205993,70 2.466115,76 3.391467,82 5.291087,84 5.968088,93 3.781445,100 poor}
{1 1.509895,7 1.343279,12 1.823732,17 1.729372,20 1.395758,21 1.70868,25 1.444137,42 1.863351,54 2.010419,72 2.189133,94 2.004147,100 verygood}
{0 0.665227,21 1.70868,22 1.657603,37 1.750702,59 1.932992,65 1.712769}
{11 1.449727,15 2.036094,17 1.729372,64 2.442211,100 fair}
