@relation 'C__Users_frans.DESKTOP-213GP7U_Desktop_p2-weka.filters.unsupervised.attribute.StringToWordVector-R1-W1000-prune-rate-1.0-C-T-I-N1-L-stemmerweka.core.stemmers.LovinsStemmer-stopwords-handlerweka.core.stopwords.WordsFromFile -stopwords /Users/xvenve/Gits/IAO-P2/Recursos/StopWordsEN.txt-M10-tokenizerweka.core.tokenizers.CharacterNGramTokenizer -max 3 -min 1-weka.filters.unsupervised.attribute.Remove-R2-15-weka.filters.unsupervised.attribute.Remove-V-R11,18,25,28,42,69,82,87,106,136,142,168,237,270,299,304,308,366,378,404,409,412,420,499,516,550,591,636,646,689,697-698,706,770,781,823,825,829,853,855,872,886,897,930,1042,1062,1081,1085,1119,1166,1172-1173,1175-1177,1179,1187,1201,1249,1_clustered-weka.filters.unsupervised.attribute.Remove-R1'

@attribute ' b' numeric
@attribute ' d' numeric
@attribute ' f' numeric
@attribute ' g' numeric
@attribute ' n' numeric
@attribute ' w' numeric
@attribute '\'' numeric
@attribute '\'t' numeric
@attribute '. ' numeric
@attribute 'a g' numeric
@attribute abl numeric
@attribute asy numeric
@attribute 'd n' numeric
@attribute e numeric
@attribute ea numeric
@attribute eat numeric
@attribute ed numeric
@attribute fa numeric
@attribute fo numeric
@attribute gif numeric
@attribute gr numeric
@attribute h numeric
@attribute har numeric
@attribute joy numeric
@attribute l numeric
@attribute lov numeric
@attribute n numeric
@attribute nn numeric
@attribute o numeric
@attribute ood numeric
@attribute ot numeric
@attribute 'ot ' numeric
@attribute ov numeric
@attribute re numeric
@attribute ric numeric
@attribute 's y' numeric
@attribute 's!\r' numeric
@attribute 's.\r' numeric
@attribute siz numeric
@attribute sl numeric
@attribute 'sy ' numeric
@attribute 't w' numeric
@attribute tab numeric
@attribute u numeric
@attribute ' ok' numeric
@attribute bac numeric
@attribute etu numeric
@attribute gn numeric
@attribute nsw numeric
@attribute urn numeric
@attribute '\nb' numeric
@attribute '\ng' numeric
@attribute '\nn' numeric
@attribute '\nth' numeric
@attribute '\nw' numeric
@attribute '\r\ng' numeric
@attribute cen numeric
@attribute ttl numeric
@attribute nth numeric
@attribute @@class@@ {excellent,fair,good,poor,verygood}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3}

@data
0.413553,0.634303,0.405864,0.251846,0.501665,0.354038,0.757211,0,0.309937,1.03765,0.809463,0,0,0.002248,0.401083,0.660669,0.324119,1.368367,0,0,0.914935,0.07039,0,0,0.049614,0,0.028727,0,0.004896,0,0.74218,0,1.592276,0.290076,0,0,0,0,0,0,0,0.911193,0.692666,0.087227,0,0,0,0,0,0,0,0,3.842795,0,0,0,0,0,0,good,cluster3
0.592582,0.722602,0.261038,0.474591,0.961444,0.522791,0.41949,0.608888,0.398683,0,0,0,1.589639,0.002451,0.367554,0,0.873834,0,0.209066,0,0.803368,0.06834,0,0,0.050287,0,0.03341,0,0.00674,0,0.602343,0.672168,0,0.256277,0,0,0,0,0,0,0,1.009591,0,0.14468,0,1.477387,0,0,0,0,0,0,0,0,0,0,0,0,0,poor,cluster3
0.387534,0.723162,0.503378,0.247318,0.532995,0.345768,0.8045,0,0.353356,1.018992,0.922859,0,0,0.002883,0.44474,0.64879,0.318291,1.453823,0,0,0.972074,0.084854,0,0,0.052429,0,0.034059,0,0.00575,0,0.846151,0,1.880188,0.350143,0,0,0,0,0,0,0,0.968098,0.735924,0.085659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster3
0,0.798029,0.348556,0.399824,0,0.381565,0.820578,0,0.389938,1.647343,0,0,0,0.002684,0.359492,1.048859,0.514561,0,0,0,1.571494,0.070223,0,2.889963,0.05197,0,0.034549,0,0.006239,0,0.589131,0,0,0.461598,0,0,0,0,0,0,0,0.987446,0,0.160769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster2
0.617818,0.727389,0.317703,0.698367,1.072221,0.474806,0,0,0,0,0,0,1.220663,0.002808,0.578178,0,0.960454,0.922622,0.254448,0,0.977757,0.0928,0,0,0.085071,1.088079,0.044505,0,0.008037,0,0.580964,0.818077,1.067712,0.311907,0,0,0,0,0,0,0,0,0,0.136559,0,2.849899,0,0,0,0,0,0,0,0,0,0,0,0,0,fair,cluster3
0,0.35224,0.532227,0.279709,0,0.533871,0.574061,0,0.399635,1.152451,0.712454,0,0,0.002942,0.251494,0.733762,0.570551,0,0.73956,0,1.099388,0.098254,0,0,0.091756,0,0.02417,0,0.007519,0,0,0,0,0.249849,0,0,0,0,0,3.302066,0,1.094891,0.525128,0.145316,0,0,0,0,0,0,0,0,0,0,0,0,0,3.120232,0,good,cluster3
0.545478,0.876766,0,0.475251,1.14459,0.419211,0.615397,0,0.517976,0,0,0,1.471339,0.002851,0.269603,0,0,0,0,0,0,0.0944,0,0,0.073772,0,0.037069,0,0.008403,0,0,0,1.286978,0.26784,0,0,0,0,0,0,0,0.74054,0,0.172496,0,2.167342,0,0,0,0,0,0,0,0,0,0,0,0,0,poor,cluster0
0,0,0.637203,0,0,0.697547,0,0,0.486599,0,0,0,0,0.003539,0,0,0.642115,0,0.808864,0,0,0.131447,0,0,0.11487,0,0,0,0.010059,0,0,0,0,0,0,0,0,0,0,4.020622,0,1.232222,0,0.172806,0,0,0,0,0,0,0,0,0,0,0,0,0,3.511601,0,verygood,cluster1
0.76803,0.617241,0.427295,0,0,0.46776,1.005946,1.460125,0.3016,0,0.787689,0,0,0.004285,0.440701,1.285795,0,0,0.501344,0,0,0.12913,0,0,0.103907,0,0.042354,0,0.010942,0,0.722215,0,2.103734,0.346963,1.716248,0,0,0,0,0,0,0,0.920199,0.23829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster3
0,0,0,0,0,0,1.111061,1.612699,0,0,0,0,0,0.003401,0,0,0,0,0,0,0,0.047541,0,0,0,0,0.052078,0,0.008448,0,0,0,0,0.241784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fair,cluster1
0,0.892542,0.53221,0,0.963709,0.291305,0,0,0.563479,0,0.777497,2.359516,0,0.003248,0.709453,0,0.392841,1.132102,0.62444,0,0,0.069293,0,0,0.089743,0,0.031891,0,0.008015,0,0.712871,1.00382,1.310135,0.216077,1.694043,0,0,2.373977,0,0,2.383726,0,0,0.122739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good,cluster3
0.586148,0.729191,0,0.644637,0.951934,0.519453,0.811206,0.742895,0.530853,1.027487,0,1.216232,1.223686,0.002839,0.57961,1.308397,0.745209,0,0,0,1.736135,0.0876,0,0,0.07568,1.090774,0.040764,0,0.007361,0,0.582403,0.820103,1.070357,0.385307,0,0,0,0,0,0,1.228711,0.615894,0,0.1494,0,0,1.315962,0,0,1.927682,0,0,0,0,0,0,0,0,2.306639,poor,cluster0
0,1.256803,0.548935,0,0,0,0,0,0.614107,0,1.011924,3.070946,0,0.004875,0.897339,0,0,0,0.644064,0,0,0,0,0,0.119903,0,0.023433,0,0.006707,0,0,0,0,0.281228,2.204822,0,0,3.089767,0,0,3.102456,0,0,0.109044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster1
0,0,0.362708,0,0,0.397057,0.853894,0,0.512025,0,0.668627,0,0,0.002952,0.374088,0,0,2.445733,0,0,0,0.102573,2.045741,0,0.088201,2.884333,0.035952,0,0.005592,0,0,0,2.616074,0,0,0,0,0,0,0,0,1.027538,0.781108,0.072051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster1
0.492674,0.791892,0.436446,1.190246,0.855034,0.238889,0,0,0.488263,0,0,0,0,0.003286,0.565399,1.040793,0.510604,0,0.405815,0,1.559408,0.104525,0,0,0.084108,0,0.049048,0,0.009559,0,1.169201,1.304738,0,0.411439,0,0,0,0,0,0,0,0.979852,0.744859,0.192885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fair,cluster2
0,0.991834,0.433204,0.393802,0,0.496969,0,0,0.242318,0,0.632862,0,0,0.002614,0.354077,0,0,0,0.508278,0,1.430647,0.092687,0,0,0.052672,0,0.033148,0,0.007446,0,0.366102,0,0,0.110968,0.869992,0,0,0,0,0,0,0,0.739326,0.136393,0,0,0,0,0,0,5.762277,0,0,0,0,0,0,0,0,good,cluster3
0.370283,0.47166,0,0.236308,0.509268,0.492226,0,0,0,0,0,0,0,0.00269,0.424942,0,0.608243,0,0.241708,0,1.36067,0.062256,0,0,0.067042,0,0.039217,1.147825,0.006864,0,0.348195,0.490306,0,0.245058,0,0,0,0,0,0,0,0.583612,0,0.114885,0,0,0,5.15433,0,0,0,0,0,0,0,0,0,0,0,poor,cluster0
0,1.513193,0.451147,0.517505,0,0.493871,0,0,0.318436,0,0.831659,0,0,0.003251,0,0,0,0,0.52933,0,2.034034,0.105523,0,0,0.067266,0,0.044718,0,0.009764,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971566,0.142043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster1
0,0,0.519159,1.539395,0,0,0,0,0,0,0,0,0,0.003094,0.535447,1.562228,0,0,0.609128,3.925484,2.340669,0.121431,0,0,0.048838,0,0.035126,0,0.012006,2.069385,0,0,0,0.421557,0,0,0,2.922166,0,0,0,0,0,0.103129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster2
0.742955,0,0,0,1.400327,0.512876,0.752895,0,0.357775,0,0,0,0,0.003423,0.32984,0,0,0,0,0,0,0.074802,0,0,0.095367,0,0.047229,0,0.009387,0,0.856733,0,0,0.423525,0,0,0,1.800082,0,0,0,0,0,0.127057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fair,cluster0
0.237393,0,0.264148,0,0.956622,0.289163,0,0,0.523418,0,0.973877,2.342162,0,0.003109,0.632575,0,0.389952,0,0.309924,0,0,0.074701,0,0,0.089083,0,0.033828,0,0.007753,0,0.707628,0.996438,0,0,0,0,0,0,0,0,2.366195,0,1.137708,0.147308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good,cluster3
0.424748,0.825443,0.256846,0.655474,0.73715,0.222822,0.479192,0,0.43101,0,0,0,0,0.002636,0.209932,0.612501,0.300488,0,0.23882,0,0,0.070933,0,0,0.066241,0,0.038165,0,0.007287,0,0.545281,0.767831,1.002134,0.165279,0,0,0,0,0,0,0,0,0,0.161735,0,0,1.232084,0,0,1.138711,0,0,0,0,0,0,0,0,0,poor,cluster3
0,0,0,0,1.22909,0,0,0,0.556215,0,0.916531,2.781449,0,0.003829,0.812747,0,0,0,0,0,0,0.079381,0,0,0.093543,0,0.042449,0,0.008899,0,0.840348,1.183326,0,0,0,0,0,0,0,0,2.809989,0,1.070715,0.156538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster1
0,0,0.38339,0.697037,0,0.419698,0,0,0,0,0,0,0,0.002953,0.790838,1.153681,0.897066,0,0.449831,0,1.728547,0.061212,0,0,0.057164,0,0.038002,0,0.004684,0,0,0,0,0.456065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster2
0,0.498135,0.344842,0,0,0,0,0,0.385783,0,0,0,0,0.002941,0,0,0,0,0.404602,0,0,0.034738,0,0,0.06488,0,0.038053,0,0.007463,0,0,0,0,0.353335,0,0,0,1.940998,2.763709,0,0,0,0,0.137003,0,0,0,0,0,1.929174,0,0,0,0,0,0,0,0,0,fair,cluster1
0.331165,0.571454,0.296645,0.17596,0.558596,0.334231,0,0,0.191779,0,0.461191,0,0,0.001694,0.316421,0.676228,0.558207,0.956052,0.318791,0,1.018765,0.057352,0,1.271857,0.053106,0,0.025062,0,0.004542,0,0.163583,0,0,0.171531,0,0,0,0,0,0,0,0,0.208427,0.09781,1.131466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good,cluster3
0.361314,1.028655,0.253656,0.6756,0.62706,0,0.597163,0.866778,0.594757,0,0,0,0,0.003024,0,0,0.748927,0,0,0,0,0.094554,0,0,0.071586,0,0.041227,1.413312,0.008589,0,0.428731,0,0,0.259904,0,0,0,0,0,0,0,0,0,0.151164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,poor,cluster0
0.372646,0.676324,0.344836,0.169424,0.646726,0.408051,0,0,0.208503,0,0.431543,0,0,0.002182,0.353707,0.704436,0.65413,0.995934,0.274667,0,1.179496,0.072279,0,1.22461,0.06531,0,0.031805,0,0.005641,0,0,0,0,0.1956,0,0,0,0,0,0,0,0,0,0.119926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster3
0,0,0.83141,0,0,0,0,0,0,0,0,0,0,0.003383,0.585331,0,0,3.826814,0,0,0,0.090612,0,0,0.106777,0,0.024227,0,0.006934,0,0.959234,0,0,0.581503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster1
0.566137,0.852573,0.352702,0.173288,0.661477,0.407644,0,0,0.435844,0.713977,0.278484,0,0,0.002281,0.361775,0.454587,0.446033,0,0.458179,0,0.681103,0.069773,0,0,0.072894,0,0.032245,0,0.007089,0,0.404698,0.569871,1.089598,0.267741,0,1.16507,0,0.850311,0,0,0,0,0,0.129698,0,0,0.914431,0,0,0.845131,0,0,0,0,0,0,0,0,0,fair,cluster3
0,0.845742,0.305522,0,0.755277,0.288084,0,0,0,0,0.609339,0,0,0.002038,0,0,0.615754,0,0.244693,0,0,0.033298,0,0,0.045554,0,0.028221,0,0.005764,0,0,0,1.504202,0.248084,0,0,0,0,0,0,0,0,0,0.065662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good,cluster0
0.287353,0.736083,0.224585,0.524726,0.60296,0.388755,0.752735,1.092591,0.35967,0,0,0,0,0.00226,0.225103,0,0.5707,0,0.256079,0,0,0.067388,0,0,0.055028,0,0.031284,0,0.00576,0,0.653406,0.655482,0,0.294179,0.553094,0,0,0,0,0,0,0.39011,0,0.128578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,poor,cluster3
0,0.731352,0.20154,0,0,0,0,0,0,0,0.588854,0,0,0.001904,0,0,0,0,0,0,0,0,0,0,0.047628,0,0.021613,0,0.005718,0,0,0,1.572693,0.25938,0,0,0,0,0,0,0,0,0,0.063454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster1
0,1.399739,0,0,0,0.422257,0,0,0,0,0,3.420205,0,0.004057,0.999393,0,0.902537,0,0,0,0,0.123172,0,0,0.057512,0,0.026098,0,0.010943,0,0,0,0,0,0,0,0,0,0,0,3.455299,0,0,0.121446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster1
1.078214,1.341341,0.585859,0,0,0.437783,0.941478,1.36655,0,0,0,0,0,0.00308,0,0,0,0,0.743687,0,0,0.06385,0,0,0.097248,0,0.017072,0,0.010241,0,0,0,0,0,0,0,0,0,0,0,0,1.132932,0,0.184456,0,3.315757,0,0,0,0,0,0,0,0,0,0,0,0,0,fair,cluster1
0,0,0.139817,0.655557,0,0.410218,0,0,0.385564,1.047348,0.598462,0.782189,0,0.002154,0.563389,0.976909,0.327148,0,0.164047,0,0.923486,0.071654,0,0,0.063231,0,0.030108,1.234731,0.006083,0.557317,0.548718,0.527429,1.008449,0.286522,1.303954,0,0,0,0,0,0.790215,0.627799,0.699139,0.105746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good,cluster3
0.725215,0.658104,0.36271,0.522593,0.710579,0.397059,0,0,0.321567,0,0,0,0,0.003016,0,0,0.672561,0,0.337254,0,0,0.081288,0,0,0.085715,0,0.046718,1.601553,0.009733,0,0.770029,1.084306,0,0.14726,0,0,0,0,0,0,0,0,0,0.160298,0,0,1.739909,0,0,1.608051,0,0,0,0,0,0,0,0,0,poor,cluster3
0,0,0,0.765867,0,0.487261,0,0,0.471261,1.051835,0.650253,0,0,0.002775,0.644392,1.06145,0.328549,0,0,0,1.003405,0.091637,0,0,0.079711,0,0.036172,1.240021,0.007536,0,0.596204,0.529689,1.09572,0.342054,1.416798,0,0,0,0,0,0,0.630488,0.759643,0.11428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster2
0,1.159126,0.506273,0.920448,1.25155,0.554217,0,0,0,0,0.933279,0,0,0.003899,0.827599,1.523452,0,0,0.594009,0,2.282572,0.050999,0,0,0.095252,0,0.071794,2.820832,0.010957,2.018021,0,0,0,0.602241,0,0,0,0,0,0,0,0,1.090281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster2
0.579733,0.401316,0.350566,0,0.86663,0.191882,1.036633,0.949339,0.58828,0,0,0,0,0.003312,0.573067,0,0.820263,0,0,0,0,0.088713,0,0,0.078405,0,0.050379,1.547931,0.006789,0,0,0,1.367799,0.367917,0,0,0,0,0,0,0,0,0,0.17494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fair,cluster0
0.674691,0.740255,0,1.112634,1.415719,0.353941,0.761171,0,0,0,0.944673,0,1.819869,0.003393,0.333466,0.972926,0.477309,0,0,0,1.457723,0.097709,0,0,0.109039,0,0.027604,0,0.010588,2.042657,1.092961,0,0,0.38461,0,0,0,0,0,0,0,0,1.103591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good,cluster3
0.631271,1.014665,0,0,0,0,0,0,0.31281,0,0,2.479291,0,0.002941,1.061308,0,0,0,0,0,0,0.089287,0,0,0.096802,0,0.048904,0,0.012642,0,0,0,0,0.527184,0,0,0,0,0,0,2.504731,0,0,0.139533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,poor,cluster0
0.892115,0,0,1.138664,1.548263,0,0,0,0,0,1.154538,0,0,0.003216,0,0,0,0,0,0,0,0.06309,0,0,0.152299,0,0.026736,0,0.013554,2.496446,1.058572,0,0,0,0,0,0,0,0,0,0,0,1.348761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster1
0,0,0,0,0,0,0,0,0.703544,0,0.791344,2.401539,0,0.004196,1.242946,0,0.633728,0,0,0,0,0.043243,0,0,0.064006,0,0.04737,0,0.006619,0,0,0,0,0.510651,0,0,0,0,0,0,2.42618,0,0,0.135157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster0
0.508148,1.006477,0.356739,0.366173,0,0.322996,0.751516,1.090821,0.367477,0,0,0,0,0.002713,0.41545,0.606061,0.471254,0,0.236309,0,0,0.067397,0,0,0.065545,0,0.038341,0,0.007464,0,0,0,0,0.30955,0,0,0,0,0,0,0,0,0,0.132906,0,0,0,0,0,1.785839,0,0,0,0,0,0,0,0,0,fair,cluster3
0.439339,0.28648,0.398233,0.45498,0.309322,0.242617,0.826974,0.677687,0.345051,0,0.535579,0,0,0.002053,0.129052,0,0,0,0.558958,0,0.826451,0.054476,0,0,0.057758,0,0.026944,0,0.005577,1.289267,0.211489,0.297805,0,0.237213,0.796561,0,0,0,0,0,0,0,0.427091,0.119491,0,0,0,0,0,0,0,0,0,0,3.209205,0,0,1.601118,0,good,cluster3
0.721137,0.901962,0,0.277078,1.194265,0.554209,0,0,0.478639,0,0,0,0,0.0031,0.394859,0,0.713183,0,0,0,0,0.090041,0,0,0.081462,0,0.043802,1.345859,0.00709,0,0.408269,0.574899,0,0.347409,0,0,0,0,0,0,0,1.768894,0,0.172018,2.823894,2.002749,1.462127,0,0,1.35132,0,0,0,0,0,0,0,0,0,poor,cluster0
0.534833,0.286552,0.47652,0.360654,0,0.27402,0.934015,0.677859,0.420051,0,0.579592,0,0,0.002728,0,0,0,0,0.601643,0,0.894368,0.066381,0,0,0.072907,0,0.033873,0,0.006918,0.790711,0,0,0,0.262705,0.796763,0,0,0,0,0,0,0,0.427199,0.150031,0,0,0,0,0,0,0,0,0,0,0,0,0,1.601524,0,verygood,cluster3
0,0.976393,0.624753,0,1.544443,0.933693,0,0,0,0,0,0,2.400399,0.00347,0,0,0,0,0.79306,0,0,0.120602,0,0,0.103704,0,0.057709,0,0.011373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster1
1.443167,1.422289,0,0,0,0,2.31797,3.36452,0,0,0,0,0,0.004122,1.015493,0,0,0,0,0,0,0.099184,0,0,0.092624,0,0.042031,0,0.014367,0,0,0,0,0.822683,0,0,0,0,0,0,0,0,0,0.195588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fair,cluster0
0.549088,0.9475,0.284234,0.636794,0,0.383424,0.976562,1.096707,0.31798,0,0.295819,0,0,0.002337,0.331013,0,0,1.082057,0.298418,0,1.059907,0.063155,0,0,0.071779,0,0.034851,0,0.006538,1.013814,0.429889,0,1.157421,0.273102,0,0,0,0,0,0,0,0.72054,0.345583,0.110277,0,0,0,0,0,0,0,3.545969,0,0,0,2.420501,1.631844,0,0,good,cluster3
0.427835,0.687675,0.153757,0.221534,0.441284,0.350937,0.860584,0.832755,0.258018,0,0.356017,0,0,0.002005,0,0,0.539648,0.821631,0.142966,0,0,0.06023,1.089275,0,0.049541,0,0.027868,0,0.004999,0,0.205951,0.290007,0.599913,0.223793,0,0,0,0,0,0,0,0.547122,0.415909,0.107941,0,0,0.737569,0,0,0.681673,0,0,0,0,0,0,0,0.983743,1.292824,poor,cluster3
0.637641,1.113079,0.274474,0.731048,0,0.379147,1.02416,0.937916,0.307061,0,0,0,0,0.003045,0.283086,0,0,0,0.32204,0,1.237489,0.077621,0,0,0.092565,0,0.045777,0,0.008823,1.094064,0.463918,0,1.351341,0.326503,0,0,0,0,0,0,0,0,0,0.126599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster2
0.445411,0.567357,0.363028,0.568507,0.612595,0,0.583388,0.846784,0.34982,0,0.456812,0,0,0.002917,0.25558,0.745683,0,1.054249,0.290749,0,1.117249,0.082924,0,0,0.088755,1.24331,0.042314,0,0.007808,0,0,0,1.220038,0.294778,0.99532,1.911125,0,0,0,0,0,0,0,0.114298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster3
0,0,0,0,1.208959,0.535357,0,0,0,0,0,0,0,0.002915,0,0,0,0,0,0,0,0.078081,2.758302,0,0.072917,0,0.048474,0,0.008754,0,0.826585,1.163945,0,0,0,0,0,0,0,0,0,1.385444,0,0.153974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fair,cluster1
0.456237,0.851366,0.449592,0.461482,0.627486,0.525942,0,0,0.179161,0,0.741628,0,0,0.002816,0.414931,1.210608,0,0,0.595633,0,1.676524,0.066096,0,3.335636,0.071635,0,0.030419,0,0.00745,0,0.429022,0.604122,0,0.301944,1.019513,0,0,0,0,0,0,0,0.86639,0.174432,0,0,0,0,0,0,0,3.828662,0,0,0,3.828662,0,0,0,good,cluster3
0.328163,0,0.115191,0,0.79943,0.492659,0,0,0.445807,0,0,0,0,0.002527,0.188302,0,0.756659,0,0,0,0,0.070023,0,0,0.071619,0,0.034233,1.017258,0.006453,0,0,0,0,0.241785,0,0,0,0,0,0,0,0.517225,0,0.108803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.937104,poor,cluster0
0.463664,0,0.515921,0,0,0.564779,0,0,0,0,0.951065,0,0,0.003075,0.532108,1.552485,0,0,0.605329,0,2.326071,0.051971,0,4.277624,0.076924,0,0.034907,0,0.007954,0,0,0,0,0.418928,0,0,0,0,0,0,0,0,1.111059,0.204972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster2
0.767736,0,0.53898,0,0,0.402752,0,0,0.259685,0,0,0,0,0.003495,0.379454,0,0.543134,1.565221,0.431669,0,1.658756,0.086054,0,3.050438,0.06922,1.845917,0.047117,0,0.007331,0,0,0,1.811365,0.529148,0,0,0,0,0,0,0,1.042278,0,0.115836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster2
0,0.718187,0,0.570303,0,0,0,0,0.350925,0,0,0,0,0.00298,0,0,0.46308,0,0,0,0,0.094796,0,0,0.068517,0,0.037593,0,0.009448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fair,cluster0
0.403817,0.64907,0.283495,0.325193,0.350412,0.274846,0.52891,0.484371,0.258627,0,0.522604,0,0,0.002252,0.377908,0.42654,0.485879,0,0.386165,0,0.63908,0.060656,0.799483,0,0.067839,0,0.029692,0,0.005692,0,0,0,1.022371,0.308482,0.569335,0,0,0,0,0,0,0,0.610519,0.072786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good,cluster3
0,1.040706,0.286789,0.826412,0,0.497596,0,0,0,0,0,0,0,0.003699,0,0,0,0,0,0,0,0,0,0,0.085521,0,0.038808,0,0.008136,1.811853,0,0,0,0.465745,0,0,0,0,0,0,0,0,0,0.090295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,poor,cluster1
0.399734,0.642507,0.280629,0,0,0.307204,0,0,0.198078,0,0.51732,0,0,0.003113,0.289433,0,0.656622,0,0.329261,0,0,0.065639,0,0,0.100512,0,0.037975,0,0.006858,0,0,0,1.381641,0.371641,0,0,0,0,0,0,0,0,0.604347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster3
0,0,1.087237,1.349302,1.834671,0,0,0,0,0,1.368112,0,0,0.00381,0,0,0,0,1.380136,5.611612,0,0.118493,0,0,0.069816,0,0.031682,0,0.011442,0,1.254394,1.766359,0,0,0,0,0,0,0,0,0,0,1.598264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster1
0.476186,0,0.188738,0.432996,0,0.433037,0.44433,0.644943,0.211145,0,0,0,0,0.002706,0.583978,0.567941,0.646951,0,0,0,1.246603,0.07428,0,0,0.069367,0,0.029814,0,0.006288,0,0.319005,0.449203,0.929227,0.357807,0.758073,0,0,0,0,0,0,0.847458,0,0.118847,0,0,0,0,0,1.055868,0,0,0,0,0,0,0,0,0,fair,cluster2
0.578415,0,0.277185,0.892613,0,0.494881,0,0,0.549252,0,0.510972,0,0,0.003262,0.285882,0,0.818398,0,0.325221,3.321869,0,0.1001,0,0,0.067404,2.20424,0.018754,0,0.007098,1.104871,0.742555,0.659713,1.999233,0.142006,1.113328,0,0,0,0,0,0,0,0.596931,0.142333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good,cluster3
0.890916,0,0.483919,0,0,0.419814,0,0,0.541372,0,0,0,0,0.002764,0,0,0,0,0.449956,0,0,0,0,0,0.036076,0,0.032742,0,0.008869,0,0,0,0,0.311399,0,0,0,0,0,3.544921,0,0,0,0.152361,0,0,0,0,0,2.145423,0,0,0,0,0,0,0,0,0,poor,cluster1
0,0,0,1.093472,0,0.658398,0,0,0.672847,0,0,0,0,0.004334,0,0,0.887886,0,0,4.547642,0,0.140677,0,0,0.056579,3.017606,0,0,0.004636,0,0,0,2.961123,0,0,0,0,0,0,0,0,0,0,0.119474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster1
0,0,0,0.465032,0,0,0,0,0,0,0.747332,0,0,0.003457,0.418122,1.219919,0,0,0,0,1.827791,0.064727,0,0,0.114411,2.034024,0.02743,0,0.004953,0,0,0,1.995952,0.536881,0,0,0,0,0,0,0,0,0.873053,0.12764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster2
0,0,0,0,0,0,1.542342,0,0,0,1.207704,0,0,0.002666,0,0,0,0,0,0,0,0.065995,0,0,0.097682,0,0.092905,3.65028,0.010101,0,0,0,0,0.335637,0,0,0,0,0,0,0,0,1.410872,0.206269,0,0,3.965624,0,0,3.665091,0,0,0,0,0,0,0,0,0,fair,cluster1
